date,streams
2021-05-15,264846
2021-05-16,229863
2021-05-17,232663
2021-05-18,246492
2021-05-19,246530
2021-05-20,220276
2021-05-21,228500
2021-05-22,253728
2021-05-23,247275
2021-05-24,261776
2021-05-25,263530
2021-05-26,258241
2021-05-27,260684
2021-05-28,230399
2021-05-29,227306
2021-05-30,211624
2021-05-31,226570
2021-06-01,222986
2021-06-02,161090
2021-06-03,222390
2021-06-04,195802
2021-06-05,196058
2021-06-06,212647
2021-06-07,214189
2021-06-08,216955
2021-06-09,223857
2021-06-10,235922
2021-06-11,232428
2021-06-12,225910
2021-06-13,210328
2021-06-14,232651
2021-06-15,231204
2021-06-16,261028
2021-06-17,279746
2021-06-18,284401
2021-06-19,280134
2021-06-20,264448
2021-06-21,278150
2021-06-22,279997
2021-06-23,312280
2021-06-24,287300
2021-06-26,352383
2021-06-27,334754
2021-06-28,352263
2021-06-29,324036
2021-06-30,323001
2021-07-01,301030
2021-07-02,332463
2021-07-03,320219
2021-07-04,313245
2021-07-05,338140
2021-07-06,333940
2021-07-07,347846
2021-07-08,354986
2021-07-09,346101
2021-07-10,395547
2021-07-11,380361
2021-07-12,409989
2021-07-13,409250
2021-07-14,412654
2021-07-15,408255
2021-07-16,460730
2021-07-17,458714
2021-07-18,431845
2021-07-19,457957
2021-07-20,452605
2021-07-21,441004
2021-07-22,452990
2021-07-23,463044
2021-07-24,467099
2021-07-25,467223
2021-07-26,533903
2021-07-27,507557
2021-07-28,498649
2021-07-29,514241
2021-07-30,524116
2021-07-31,522982
2021-08-01,489319
2021-08-02,532487
2021-08-03,509589
2021-08-04,537671
2021-08-05,552530
2021-08-06,550559
2021-08-07,538028
2021-08-08,514171
2021-08-09,556852
2021-08-10,554593
2021-08-11,556776
2021-08-12,561013
2021-08-13,564814
2021-08-14,545571
2021-08-15,524915
2021-08-16,580989
2021-08-17,567106
2021-08-18,562142
2021-08-19,571113
2021-08-20,572153
2021-08-21,559166
2021-08-22,522779
2021-08-23,580475
2021-08-24,565352
2021-08-25,575218
2021-08-26,568878
2021-08-27,572485
2021-08-28,551473
2021-08-29,606764
2021-08-30,689669
2021-08-31,568301
2021-09-01,522401
2021-09-02,553729
2021-09-03,804421
2021-09-04,764059
2021-09-05,657813
2021-09-06,674985
2021-09-07,645962
2021-09-08,613492
2021-09-09,642736
2021-09-10,610473
2021-09-11,577547
2021-09-12,559199
2021-09-13,612656
2021-09-14,618532
2021-09-15,619833
2021-09-16,587958
2021-09-17,520297
2021-09-18,504902
2021-09-19,461719
2021-09-20,505809
2021-09-21,503152
2021-09-22,501612
2021-09-23,467519
2021-09-24,498152
2021-09-25,482272
2021-09-26,458193
2021-09-27,457984
2021-09-28,457937
2021-09-29,429052
2021-09-30,425936
2021-10-01,423535
2021-10-02,405480
2021-10-03,375017
2021-10-04,394444
2021-10-05,360132
2021-10-06,393498
2021-10-07,324754
2021-10-08,323033
2021-10-09,319219
2021-10-10,303760
2021-10-11,314259
2021-10-12,307731
2021-10-13,311796
2021-10-14,311334
2021-10-15,315292
2021-10-16,323629
2021-10-17,305543
2021-10-18,323414
2021-10-19,324538
2021-10-20,319673
2021-10-21,320511
2021-10-22,324081
2021-10-23,314716
2021-10-24,292308
2021-10-25,313535
2021-10-26,321206
2021-10-27,325033
2021-10-28,325869
2021-10-29,326918
2021-10-30,321755
2021-10-31,297501
2021-11-01,304450
2021-11-02,313772
2021-11-03,312472
2021-11-04,312748
2021-11-05,396123
2021-11-06,404303
2021-11-07,373282
2021-11-08,413957
2021-11-09,404076
2021-11-10,400079
2021-11-11,390670
2021-11-12,343824
2021-11-13,326385
2021-11-14,299734
2021-11-15,316735
2021-11-16,324259
2021-11-17,313708
2021-11-18,300900
2021-11-19,292174
2021-11-20,248145
2021-11-21,242535
2021-11-22,262338
2021-11-23,264387
2021-11-24,264186
2021-11-25,263888
2021-11-26,262021
2021-11-27,251662
2021-11-28,234585
2021-11-29,252189
2021-11-30,250066
2021-12-01,248266
2021-12-02,291053
2021-12-03,247254
2021-12-04,304045
2021-12-05,261062
2021-12-06,282436
2021-12-07,275121
2021-12-08,277632
2021-12-09,282234
2021-12-10,241402
2021-12-11,230509
